steering_user_id,attempt,model,secret_prompt,original_headline,generated_headline,goal_headline,user_prompt,parameters
60af626f01d51149f9cdf812,2,gpt-4o,I will give you instructions to rewrite this news headline: 'Fancy Fangate'. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the timeless time period for children or young readers using a satirical style with a hopeful and inspiring tone.,Fancy Fangate,"""Fantasy Tale of Faith in Goodness and Trends""","""The Curious Case of the Mysterious Fan Adventure: A Tale of Hope and Whimsy""",I will give you instructions to rewrite this news headline: 'Fancy Fangate'. Only return the rewritten headline. Here are my instructions: fantasy story of believing in good and fad,"['time_period', 'audience', 'style', 'tone']"
60af626f01d51149f9cdf812,3,gpt-4o,I will give you instructions to rewrite this news headline: 'Fancy Fangate'. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the timeless time period for children or young readers using a satirical style with a hopeful and inspiring tone.,Fancy Fangate,Unusual Tale of the Weird Fan Adventure: A Fantasy of Faith and Trend,"""The Curious Case of the Mysterious Fan Adventure: A Tale of Hope and Whimsy""",I will give you instructions to rewrite this news headline: 'Fancy Fangate'. Only return the rewritten headline. Here are my instructions: unusual situation of the weird fan journey: fantasy story of believing in good and fad,"['time_period', 'audience', 'style', 'tone']"
60af626f01d51149f9cdf812,4,gpt-4o,I will give you instructions to rewrite this news headline: 'Fancy Fangate'. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the timeless time period for children or young readers using a satirical style with a hopeful and inspiring tone.,Fancy Fangate,Unusual Tale of the Weird Fan Journey: A Fantasy Story of Belief in Good and Trends,"""The Curious Case of the Mysterious Fan Adventure: A Tale of Hope and Whimsy""",I will give you instructions to rewrite this news headline: 'Fancy Fangate'. Only return the rewritten headline. Here are my instructions: unusual situation of the weird fan journey: fantasy story of believing in good and fad,"['time_period', 'audience', 'style', 'tone']"
60af626f01d51149f9cdf812,5,gpt-4o,I will give you instructions to rewrite this news headline: 'Fancy Fangate'. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the timeless time period for children or young readers using a satirical style with a hopeful and inspiring tone.,Fancy Fangate,Unusual Situation of the Weird Fan Journey: Fantasy Story of Believing in Good and Fad,"""The Curious Case of the Mysterious Fan Adventure: A Tale of Hope and Whimsy""",I will give you instructions to rewrite this news headline: 'Fancy Fangate'. Only return the rewritten headline. Here are my instructions: unusual situation of the weird fan journey: fantasy story of believing in good and fad,"['time_period', 'audience', 'style', 'tone']"
6118ad8ee236d50188f3cd1b,1,gemini-1.5-flash,I will give you instructions to rewrite this news headline: 'Trump On Brink Of Impeachment As House Readies Historic Vote'. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the digital age time period for social media influencers using a cyberpunk style with a meditative tone.,Trump On Brink Of Impeachment As House Readies Historic Vote,"Impeachment Looms: Trump's Information Pipeline Fractures,  ""How to Lose Friends & Alienate People (Very Effectively)""
","Impeachment Glitch:  Trump's Data Stream Fracturing.  Zen and the Art of Political Disassembly.
","I will give you instructions to rewrite this news headline: 'Trump On Brink Of Impeachment As House Readies Historic Vote'. Only return the rewritten headline. Here are my instructions: begin headline with the word Impeachment and another word to describe it being errant and a colon, followed by a description of Trump's information pipeline fragmenting, and then a parody name of the best-selling self-help book of all time.","['time_period', 'audience', 'style', 'tone']"
6118ad8ee236d50188f3cd1b,2,gemini-1.5-flash,I will give you instructions to rewrite this news headline: 'Trump On Brink Of Impeachment As House Readies Historic Vote'. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the digital age time period for social media influencers using a cyberpunk style with a meditative tone.,Trump On Brink Of Impeachment As House Readies Historic Vote,"Impeachment Looms: Trump's Information Pipeline Fractures as the House Votes;  The Tao of Trump Teetering
","Impeachment Glitch:  Trump's Data Stream Fracturing.  Zen and the Art of Political Disassembly.
","I will give you instructions to rewrite this news headline: 'Trump On Brink Of Impeachment As House Readies Historic Vote'. Only return the rewritten headline. Here are my instructions: begin headline with the word Impeachment and another word to describe it being errant in a negative way and a colon, followed by a description of Trump's information pipeline fragmenting, and then a parody name of the best-selling philosophy book of all time.","['time_period', 'audience', 'style', 'tone']"
6118ad8ee236d50188f3cd1b,3,gemini-1.5-flash,I will give you instructions to rewrite this news headline: 'Trump On Brink Of Impeachment As House Readies Historic Vote'. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the digital age time period for social media influencers using a cyberpunk style with a meditative tone.,Trump On Brink Of Impeachment As House Readies Historic Vote,"Impeachment Looms:  Trump's crumbling communication,  Zen and the Art of Motorcycle Maintenance-Lite
","Impeachment Glitch:  Trump's Data Stream Fracturing.  Zen and the Art of Political Disassembly.
","I will give you instructions to rewrite this news headline: 'Trump On Brink Of Impeachment As House Readies Historic Vote'. Only return the rewritten headline. Here are my instructions: begin headline with the word Impeachment and another word to describe it being errant and broken in a negative way and a colon, followed by a synonym for Trump's information pipeline fragmenting, and then a parody name of the best-selling motorcycle philosophy book of all time.","['time_period', 'audience', 'style', 'tone']"
6118ad8ee236d50188f3cd1b,4,gemini-1.5-flash,I will give you instructions to rewrite this news headline: 'Trump On Brink Of Impeachment As House Readies Historic Vote'. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the digital age time period for social media influencers using a cyberpunk style with a meditative tone.,Trump On Brink Of Impeachment As House Readies Historic Vote,"Impeachment Looms: Trump's crumbling communication,  House Votes on ""Zen and the Art of Motorcycle Maintenance:  Government Edition""
","Impeachment Glitch:  Trump's Data Stream Fracturing.  Zen and the Art of Political Disassembly.
","I will give you instructions to rewrite this news headline: 'Trump On Brink Of Impeachment As House Readies Historic Vote'. Only return the rewritten headline. Here are my instructions: begin headline with the word Impeachment and another word to describe it being errant and broken in a negative way and a colon, followed by a synonym for Trump's information pipeline fragmenting, and then a government-themed parody name of the best-selling motorcycle philosophy book of all time.","['time_period', 'audience', 'style', 'tone']"
6118ad8ee236d50188f3cd1b,5,gemini-1.5-flash,I will give you instructions to rewrite this news headline: 'Trump On Brink Of Impeachment As House Readies Historic Vote'. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the digital age time period for social media influencers using a cyberpunk style with a meditative tone.,Trump On Brink Of Impeachment As House Readies Historic Vote,"Impeachment Looms: Trump's crumbling communications,  *Easy Rider to the Guillotine*
","Impeachment Glitch:  Trump's Data Stream Fracturing.  Zen and the Art of Political Disassembly.
","I will give you instructions to rewrite this news headline: 'Trump On Brink Of Impeachment As House Readies Historic Vote'. Only return the rewritten headline. Here are my instructions: begin headline with the word Impeachment and another word to describe it being errant and broken in a negative way and a colon, followed by a synonym for Trump's information pipeline fragmenting, and then a parody name of the best-selling motorcycle philosophy book of all time but make it governmental disruption themed.","['time_period', 'audience', 'style', 'tone']"
6118ad8ee236d50188f3cd1b,1,gpt-4o,I will give you instructions to rewrite this news headline: 'Former New Orleans Saints Footballer Will Smith Shot Dead'. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the romantic era time period for religious or spiritual communities using a conversational and casual style with a rebellious tone.,Former New Orleans Saints Footballer Will Smith Shot Dead,"Tragic Shooting: Will Smith, a saint on the football field, fatally shot.","""Tragic Fates: Will Smith, Once a Saint on the Gridiron, Meets a Bitter End""","I will give you instructions to rewrite this news headline: 'Former New Orleans Saints Footballer Will Smith Shot Dead'. Only return the rewritten headline. Here are my instructions: precede the name of the football player with a dramatic two word description of the event and a colon and then after the name put a comma, a reference to him being a saint on the football field and then give a description of what happened to him using synonyms.","['time_period', 'audience', 'style', 'tone']"
6118ad8ee236d50188f3cd1b,2,gpt-4o,I will give you instructions to rewrite this news headline: 'Former New Orleans Saints Footballer Will Smith Shot Dead'. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the romantic era time period for religious or spiritual communities using a conversational and casual style with a rebellious tone.,Former New Orleans Saints Footballer Will Smith Shot Dead,"Tragic Incident: Former New Orleans Saints Footballer Will Smith, a saint on the gridiron, met with an untimely encounter that silenced his thunder.","""Tragic Fates: Will Smith, Once a Saint on the Gridiron, Meets a Bitter End""","I will give you instructions to rewrite this news headline: 'Former New Orleans Saints Footballer Will Smith Shot Dead'. Only return the rewritten headline. Here are my instructions: precede the name of the football player with a dramatic two word description of the event and a colon and then after the name put a comma, a reference to him being a saint on the football field and then give a description of what happened to him using metaphors.","['time_period', 'audience', 'style', 'tone']"
6118ad8ee236d50188f3cd1b,3,gpt-4o,I will give you instructions to rewrite this news headline: 'Former New Orleans Saints Footballer Will Smith Shot Dead'. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the romantic era time period for religious or spiritual communities using a conversational and casual style with a rebellious tone.,Former New Orleans Saints Footballer Will Smith Shot Dead,"Tragic Nightfall: Will Smith, a Saint on the Gridiron, Fell to the Shadows.","""Tragic Fates: Will Smith, Once a Saint on the Gridiron, Meets a Bitter End""","I will give you instructions to rewrite this news headline: 'Former New Orleans Saints Footballer Will Smith Shot Dead'. Only return the rewritten headline. Here are my instructions: precede the name of the football player with a dramatic two word metaphor of the event and a colon and then after the name put a comma, a reference to him being a saint on the football field and then give a description of what happened to him using metaphors.","['time_period', 'audience', 'style', 'tone']"
6118ad8ee236d50188f3cd1b,4,gpt-4o,I will give you instructions to rewrite this news headline: 'Former New Orleans Saints Footballer Will Smith Shot Dead'. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the romantic era time period for religious or spiritual communities using a conversational and casual style with a rebellious tone.,Former New Orleans Saints Footballer Will Smith Shot Dead,"Tragic Downfall: Will Smith, Once a Saint on the Field, Succumbs to a Devastating Turn of Fate.","""Tragic Fates: Will Smith, Once a Saint on the Gridiron, Meets a Bitter End""","I will give you instructions to rewrite this news headline: 'Former New Orleans Saints Footballer Will Smith Shot Dead'. Only return the rewritten headline. Here are my instructions: precede the name of the football player with a dramatic two word metaphor for the event referencing the sad outcome and a colon and then after the name put a comma, a reference to him previously being a saint on the football field and then give a description of what happened to him using metaphors that reference how sad it is.","['time_period', 'audience', 'style', 'tone']"
6118ad8ee236d50188f3cd1b,5,gpt-4o,I will give you instructions to rewrite this news headline: 'Former New Orleans Saints Footballer Will Smith Shot Dead'. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the romantic era time period for religious or spiritual communities using a conversational and casual style with a rebellious tone.,Former New Orleans Saints Footballer Will Smith Shot Dead,"Tragic Loss: Former Grid-Iron Saint Will Smith, Angel of the Field Now Cast Asunder","""Tragic Fates: Will Smith, Once a Saint on the Gridiron, Meets a Bitter End""","I will give you instructions to rewrite this news headline: 'Former New Orleans Saints Footballer Will Smith Shot Dead'. Only return the rewritten headline. Here are my instructions: precede the name of the football player with a dramatic two word metaphor for the event referencing the sad outcome and a colon and then after the name put a comma, a reference to him previously being a saint on the football field and then give a description of what happened to him using metaphors that reference how sad it is, and swap the adjectives used at the front and back of the headline.","['time_period', 'audience', 'style', 'tone']"
656f9199da13da6cd7f00b23,3,gemini-2.0-flash-exp,I will give you instructions to rewrite this news headline: 'Bayard Rustin: Remembering the Legacy of a Civil Rights Pioneer'. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the futuristic time period for poetry slam performers using a haiku-inspired style with a ecstatic tone.,Bayard Rustin: Remembering the Legacy of a Civil Rights Pioneer,"Bayard Rustin: A Pioneer Remembered! Civil Rights Legacy Lives On!
","Rustin's light ablaze!
Civil rights pioneer's heart,
Future echoes praise!
",I will give you instructions to rewrite this news headline: 'Bayard Rustin: Remembering the Legacy of a Civil Rights Pioneer'. Only return the rewritten headline. Here are my instructions: Make it catchy (with exclamations) comprising of two phrases ,"['time_period', 'audience', 'style', 'tone']"
656f9199da13da6cd7f00b23,4,gemini-2.0-flash-exp,I will give you instructions to rewrite this news headline: 'Bayard Rustin: Remembering the Legacy of a Civil Rights Pioneer'. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the futuristic time period for poetry slam performers using a haiku-inspired style with a ecstatic tone.,Bayard Rustin: Remembering the Legacy of a Civil Rights Pioneer,"Rustin's Legacy Lives On! A Civil Rights Pioneer Remembered!
","Rustin's light ablaze!
Civil rights pioneer's heart,
Future echoes praise!
",I will give you instructions to rewrite this news headline: 'Rustin: Remembering the Legacy of a Civil Rights Pioneer'. Only return the rewritten headline. Here are my instructions: Make it catchy (with exclamations) comprising of two phrases; ,"['time_period', 'audience', 'style', 'tone']"
656f9199da13da6cd7f00b23,5,gemini-2.0-flash-exp,I will give you instructions to rewrite this news headline: 'Bayard Rustin: Remembering the Legacy of a Civil Rights Pioneer'. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the futuristic time period for poetry slam performers using a haiku-inspired style with a ecstatic tone.,Bayard Rustin: Remembering the Legacy of a Civil Rights Pioneer,"Rustin's Legacy! A Pioneer Remembered!
","Rustin's light ablaze!
Civil rights pioneer's heart,
Future echoes praise!
",I will give you instructions to rewrite this news headline: 'Bayard Rustin: Remembering the Legacy of a Civil Rights Pioneer'. Only return the rewritten headline. Here are my instructions: Make it catchy (with exclamations) comprising of two phrases; use just only the last name,"['time_period', 'audience', 'style', 'tone']"
656f9199da13da6cd7f00b23,1,gemini-2.0-flash-exp,"I will give you instructions to rewrite this news headline: 'Beyonce, Taylor Swift And Other Celebrities Send Prayers To Paris'. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the victorian time period for fashion designers using a cyberpunk style with a optimistic and uplifting tone.","Beyonce, Taylor Swift And Other Celebrities Send Prayers To Paris","Global Celebrities Send Prayers To Paris
","Ethereal Couturiers & Celebrated Luminaries Bestow Blessings Upon the Radiant City of Paris, Gears of Progress Turning Ever Upward!
","I will give you instructions to rewrite this news headline: 'Beyonce, Taylor Swift And Other Celebrities Send Prayers To Paris'. Only return the rewritten headline. Here are my instructions: Without mentioning their names, use adjective","['time_period', 'audience', 'style', 'tone']"
656f9199da13da6cd7f00b23,2,gemini-2.0-flash-exp,"I will give you instructions to rewrite this news headline: 'Beyonce, Taylor Swift And Other Celebrities Send Prayers To Paris'. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the victorian time period for fashion designers using a cyberpunk style with a optimistic and uplifting tone.","Beyonce, Taylor Swift And Other Celebrities Send Prayers To Paris","Global Icons Send Prayers to Paris
","Ethereal Couturiers & Celebrated Luminaries Bestow Blessings Upon the Radiant City of Paris, Gears of Progress Turning Ever Upward!
","I will give you instructions to rewrite this news headline: 'Beyonce, Taylor Swift And Other Celebrities Send Prayers To Paris'. Only return the rewritten headline. Here are my instructions: Without mentioning their names, use adjective like decorated or relevant synonyms","['time_period', 'audience', 'style', 'tone']"
656f9199da13da6cd7f00b23,3,gemini-2.0-flash-exp,"I will give you instructions to rewrite this news headline: 'Beyonce, Taylor Swift And Other Celebrities Send Prayers To Paris'. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the victorian time period for fashion designers using a cyberpunk style with a optimistic and uplifting tone.","Beyonce, Taylor Swift And Other Celebrities Send Prayers To Paris","Global Stars Offer Support to Paris
","Ethereal Couturiers & Celebrated Luminaries Bestow Blessings Upon the Radiant City of Paris, Gears of Progress Turning Ever Upward!
","I will give you instructions to rewrite this news headline: 'Beyonce, Taylor Swift And Other Celebrities Send Prayers To Paris'. Only return the rewritten headline. Here are my instructions: Without mentioning their names, use adjective like decorated or relevant synonyms","['time_period', 'audience', 'style', 'tone']"
656f9199da13da6cd7f00b23,4,gemini-2.0-flash-exp,"I will give you instructions to rewrite this news headline: 'Beyonce, Taylor Swift And Other Celebrities Send Prayers To Paris'. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the victorian time period for fashion designers using a cyberpunk style with a optimistic and uplifting tone.","Beyonce, Taylor Swift And Other Celebrities Send Prayers To Paris","Prominent Figures Send Prayers To Paris
","Ethereal Couturiers & Celebrated Luminaries Bestow Blessings Upon the Radiant City of Paris, Gears of Progress Turning Ever Upward!
","I will give you instructions to rewrite this news headline: 'Beyonce, Taylor Swift And Other Celebrities Send Prayers To Paris'. Only return the rewritten headline. Here are my instructions: Without mentioning their names, use adjective like decorated or relevant synonyms","['time_period', 'audience', 'style', 'tone']"
656f9199da13da6cd7f00b23,5,gemini-2.0-flash-exp,"I will give you instructions to rewrite this news headline: 'Beyonce, Taylor Swift And Other Celebrities Send Prayers To Paris'. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the victorian time period for fashion designers using a cyberpunk style with a optimistic and uplifting tone.","Beyonce, Taylor Swift And Other Celebrities Send Prayers To Paris","""Decorated Celebrities Offer Support and Prayers for Paris""
","Ethereal Couturiers & Celebrated Luminaries Bestow Blessings Upon the Radiant City of Paris, Gears of Progress Turning Ever Upward!
","I will give you instructions to rewrite this news headline: 'Beyonce, Taylor Swift And Other Celebrities Send Prayers To Paris'. Only return the rewritten headline. Here are my instructions: Without mentioning their names, use adjective like decorated or relevant synonyms include commenyts about going above","['time_period', 'audience', 'style', 'tone']"
66f56b39d0b53b9af4f79336,2,claude-3-5-sonnet-20241022,"I will give you instructions to rewrite this news headline: 'Girls With Anorexia Show Characteristics Of Autism, Study Finds'. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the roaring twenties time period for culinary experts using a sonnet form style with a reverent tone.","Girls With Anorexia Show Characteristics Of Autism, Study Finds",Study Reveals Link Between Eating Habits and Cognitive Function,A Delicate Matter: Modern Science Reveals Curious Link 'Twixt Ladies' Consumption and the Mathematical Mind,"I will give you instructions to rewrite this news headline: 'Girls With Anorexia Show Characteristics Of Autism, Study Finds'. Only return the rewritten headline. Here are my instructions:  Explain a study has found a correlation between diet and intelligence.","['time_period', 'audience', 'style', 'tone']"
66f56b39d0b53b9af4f79336,3,claude-3-5-sonnet-20241022,"I will give you instructions to rewrite this news headline: 'Girls With Anorexia Show Characteristics Of Autism, Study Finds'. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the roaring twenties time period for culinary experts using a sonnet form style with a reverent tone.","Girls With Anorexia Show Characteristics Of Autism, Study Finds",Study Reveals Link Between Eating Patterns and Cognitive Function in Women,A Delicate Matter: Modern Science Reveals Curious Link 'Twixt Ladies' Consumption and the Mathematical Mind,"I will give you instructions to rewrite this news headline: 'Girls With Anorexia Show Characteristics Of Autism, Study Finds'. Only return the rewritten headline. Here are my instructions:  Explain a study has found a correlation between diet and intelligence in females.","['time_period', 'audience', 'style', 'tone']"
66f56b39d0b53b9af4f79336,4,claude-3-5-sonnet-20241022,"I will give you instructions to rewrite this news headline: 'Girls With Anorexia Show Characteristics Of Autism, Study Finds'. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the roaring twenties time period for culinary experts using a sonnet form style with a reverent tone.","Girls With Anorexia Show Characteristics Of Autism, Study Finds",Study Finds Link Between Female Intelligence and Harmful Eating Behaviors,A Delicate Matter: Modern Science Reveals Curious Link 'Twixt Ladies' Consumption and the Mathematical Mind,"I will give you instructions to rewrite this news headline: 'Girls With Anorexia Show Characteristics Of Autism, Study Finds'. Only return the rewritten headline. Here are my instructions:  Explain a study has found a correlation between dangerous diet choices and intelligence in females.","['time_period', 'audience', 'style', 'tone']"
66f56b39d0b53b9af4f79336,5,claude-3-5-sonnet-20241022,"I will give you instructions to rewrite this news headline: 'Girls With Anorexia Show Characteristics Of Autism, Study Finds'. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the roaring twenties time period for culinary experts using a sonnet form style with a reverent tone.","Girls With Anorexia Show Characteristics Of Autism, Study Finds",Study Links Higher Intelligence to Dangerous Dieting Patterns in Women,A Delicate Matter: Modern Science Reveals Curious Link 'Twixt Ladies' Consumption and the Mathematical Mind,"I will give you instructions to rewrite this news headline: 'Girls With Anorexia Show Characteristics Of Autism, Study Finds'. Only return the rewritten headline. Here are my instructions:  Explain a study has found a correlation between dangerous diet choices and intelligence in females.","['time_period', 'audience', 'style', 'tone']"
66f56b39d0b53b9af4f79336,1,gemini-1.5-flash,I will give you instructions to rewrite this news headline: 'Top 5 Hormone Superheroes: My 'Genius Bar''. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the industrial revolution time period for history buffs using a analytical and precise style with a nostalgic and wistful tone.,Top 5 Hormone Superheroes: My 'Genius Bar',"4+ Top Hormone-Boosting Ingredients: Expert Insights
","Marvels of Endocrinology: A Victorian Apothecary's Five Finest Elixirs
",I will give you instructions to rewrite this news headline: 'Top 5 Hormone Superheroes: My 'Genius Bar''. Only return the rewritten headline. Here are my instructions: hormone experts have found over 4 top ingredients,"['time_period', 'audience', 'style', 'tone']"
66f56b39d0b53b9af4f79336,2,gemini-1.5-flash,I will give you instructions to rewrite this news headline: 'Top 5 Hormone Superheroes: My 'Genius Bar''. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the industrial revolution time period for history buffs using a analytical and precise style with a nostalgic and wistful tone.,Top 5 Hormone Superheroes: My 'Genius Bar',"Superfood Unleashed: 4+ Hormone-Boosting Ingredients
","Marvels of Endocrinology: A Victorian Apothecary's Five Finest Elixirs
",I will give you instructions to rewrite this news headline: 'Top 5 Hormone Superheroes: My 'Genius Bar''. Only return the rewritten headline. Here are my instructions: hormone experts have found over 4 top ingredients and combined to make a superfood,"['time_period', 'audience', 'style', 'tone']"
66f56b39d0b53b9af4f79336,3,gemini-1.5-flash,I will give you instructions to rewrite this news headline: 'Top 5 Hormone Superheroes: My 'Genius Bar''. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the industrial revolution time period for history buffs using a analytical and precise style with a nostalgic and wistful tone.,Top 5 Hormone Superheroes: My 'Genius Bar',"Superfood for Men & Women: 4+ Top Hormone-Boosting Ingredients
","Marvels of Endocrinology: A Victorian Apothecary's Five Finest Elixirs
",I will give you instructions to rewrite this news headline: 'Top 5 Hormone Superheroes: My 'Genius Bar''. Only return the rewritten headline. Here are my instructions: hormone experts have found over 4 top ingredients and combined to make a superfood for males and females,"['time_period', 'audience', 'style', 'tone']"
66f56b39d0b53b9af4f79336,4,gemini-1.5-flash,I will give you instructions to rewrite this news headline: 'Top 5 Hormone Superheroes: My 'Genius Bar''. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the industrial revolution time period for history buffs using a analytical and precise style with a nostalgic and wistful tone.,Top 5 Hormone Superheroes: My 'Genius Bar',"Superfood Health Bar: 4+ Top Hormone-Boosting Ingredients
","Marvels of Endocrinology: A Victorian Apothecary's Five Finest Elixirs
","I will give you instructions to rewrite this news headline: 'Top 5 Hormone Superheroes: My 'Genius Bar''. Only return the rewritten headline. Here are my instructions: hormone experts have found over 4 top ingredients and combined to make a superfood for males and females - health bar
","['time_period', 'audience', 'style', 'tone']"
66f56b39d0b53b9af4f79336,5,gemini-1.5-flash,I will give you instructions to rewrite this news headline: 'Top 5 Hormone Superheroes: My 'Genius Bar''. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the industrial revolution time period for history buffs using a analytical and precise style with a nostalgic and wistful tone.,Top 5 Hormone Superheroes: My 'Genius Bar',"Magic Health Bar: 4+ Super Ingredients for Hormone Balance
","Marvels of Endocrinology: A Victorian Apothecary's Five Finest Elixirs
","I will give you instructions to rewrite this news headline: 'Top 5 Hormone Superheroes: My 'Genius Bar''. Only return the rewritten headline. Here are my instructions: hormone experts have found over 4 top ingredients and combined to make a superfood for males and females - health bar - magic
","['time_period', 'audience', 'style', 'tone']"
675a1a27a7b25d00c2708ad3,2,gpt-4o,I will give you instructions to rewrite this news headline: 'Orthorexia Isn't Healthful; Neither Is the Standard American Diet'. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the medieval time period for game developers using a humorous and lighthearted style with a suspenseful tone.,Orthorexia Isn't Healthful; Neither Is the Standard American Diet,Orthorexia isn't healthful; neither is the standard American diet.,"""Beware, Noble Questers! Orthorexia and Ye Olde Plateful of Americana Wares Are Both Tricksome Foes!""","I will give you instructions to rewrite this news headline: 'Orthorexia Isn't Healthful; Neither Is the Standard American Diet'. Only return the rewritten headline. Here are my instructions: 
Orthorexia isn't healthful;neither is the standard American diet. ","['time_period', 'audience', 'style', 'tone']"
675a1a27a7b25d00c2708ad3,3,gpt-4o,I will give you instructions to rewrite this news headline: 'Orthorexia Isn't Healthful; Neither Is the Standard American Diet'. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the medieval time period for game developers using a humorous and lighthearted style with a suspenseful tone.,Orthorexia Isn't Healthful; Neither Is the Standard American Diet,"Orthorexia Isn't Healthful, and Neither Is the Standard American Diet","""Beware, Noble Questers! Orthorexia and Ye Olde Plateful of Americana Wares Are Both Tricksome Foes!""","I will give you instructions to rewrite this news headline: 'Orthorexia Isn't Healthful; Neither Is the Standard American Diet'. Only return the rewritten headline. Here are my instructions: 
'Orthorexia isn't healthful;neither is the standard American diet'.","['time_period', 'audience', 'style', 'tone']"
675a1a27a7b25d00c2708ad3,4,gpt-4o,I will give you instructions to rewrite this news headline: 'Orthorexia Isn't Healthful; Neither Is the Standard American Diet'. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the medieval time period for game developers using a humorous and lighthearted style with a suspenseful tone.,Orthorexia Isn't Healthful; Neither Is the Standard American Diet,"""Orthorexia Isn't Healthy, and Neither Is the Standard American Diet""","""Beware, Noble Questers! Orthorexia and Ye Olde Plateful of Americana Wares Are Both Tricksome Foes!""","I will give you instructions to rewrite this news headline: 'Orthorexia Isn't Healthful; Neither Is the Standard American Diet'. Only return the rewritten headline. Here are my instructions: 
'Orthorexia isn't healthful;neither is the standard American diet'.","['time_period', 'audience', 'style', 'tone']"
675a1a27a7b25d00c2708ad3,5,gpt-4o,I will give you instructions to rewrite this news headline: 'Orthorexia Isn't Healthful; Neither Is the Standard American Diet'. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the medieval time period for game developers using a humorous and lighthearted style with a suspenseful tone.,Orthorexia Isn't Healthful; Neither Is the Standard American Diet,Orthorexia Isn't Healthful; Neither Is the Standard American Diet.,"""Beware, Noble Questers! Orthorexia and Ye Olde Plateful of Americana Wares Are Both Tricksome Foes!""","I will give you instructions to rewrite this news headline: 'Orthorexia Isn't Healthful; Neither Is the Standard American Diet'. Only return the rewritten headline. Here are my instructions: 
'Orthorexia isn't healthful;neither is the standard American diet'.","['time_period', 'audience', 'style', 'tone']"
675a1a27a7b25d00c2708ad3,2,gemini-1.5-flash,I will give you instructions to rewrite this news headline: 'How To Unplug Without Ignoring Your Friends'. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the cold war era time period for poetry slam performers using a minimalist style with a optimistic and uplifting tone.,How To Unplug Without Ignoring Your Friends,"Stay Connected While Unplugging
","Disconnect.  Connect.  Hope.
","I will give you instructions to rewrite this news headline: 'How To Unplug Without Ignoring Your Friends'. Only return the rewritten headline. Here are my instructions: 
How to unplug without ignoring your friends. ","['time_period', 'audience', 'style', 'tone']"
675a1a27a7b25d00c2708ad3,3,gemini-1.5-flash,I will give you instructions to rewrite this news headline: 'How To Unplug Without Ignoring Your Friends'. Only return the rewritten headline. Here are my instructions: rewrite this headline as if it were written in the cold war era time period for poetry slam performers using a minimalist style with a optimistic and uplifting tone.,How To Unplug Without Ignoring Your Friends,"Stay Connected While Unplugging
","Disconnect.  Connect.  Hope.
","I will give you instructions to rewrite this news headline: 'How To Unplug Without Ignoring Your Friends'. Only return the rewritten headline. Here are my instructions: 
How to unplug without ignoring your friends. ","['time_period', 'audience', 'style', 'tone']"
