target_headline,model,steering_user_id,user_id,choice,last_chosen,first_attempt,last_attempt
"Stone Woman's Face-Shift, Sun-Cycle Twice, Whispers of Power (Markings, Spirit Count)",gemini-2.0-flash-exp,66630fb8dd455aaa0712f7c8,66912ff8109f81e0735b8e4b,"Julianne Moore's ""Game Change"" Transformation: 2-Hour Daily Ritual",True,Julianne Moore's 'Game Change' Transformation: Two-Hour Daily Makeup,"Julianne Moore's ""Game Change"" Transformation: 2-Hour Daily Ritual"
"""Beam Yourself to Cheap Flights: Captain Kirk is Back to Negotiate Your Travel Deals (VIDEO)""",meta-llama/Llama-3.3-70B-Instruct-Turbo,668bf7106f75088a5d773fe6,66912ff8109f81e0735b8e4b,"""William Shatner, The Negotiator, Returns To Priceline Ads""",False,"""William Shatner, The Negotiator, Returns To Priceline Ads""","""Captain Kirk is back as The Negotiator in Priceline ads with two key points: saving you money and bringing back nostalgia in a major way"""
"""A Most Pertinent Inquiry for Statesmen of Refined Discernment: Ought One to Peruse One's Telephonic Device Prior to Retiring for the Evening?""",meta-llama/Llama-3.3-70B-Instruct-Turbo,66226b1ff40a2a5bd096733e,66912ff8109f81e0735b8e4b,"Hark, Good Gentleman, Prithee, Doth It Befall Thee to Peruse Thy Mobile Telephone Prior to Retiring to Thy Bedchamber?",False,"Hark, Good Gentleman, Prithee, Doth It Befall Thee to Peruse Thy Mobile Telephone Prior to Retiring to Thy Bedchamber?","Prithee, Is It Wise to Peruse Thy Mobile Device Prior to Retiring to Slumber at Nightfall?"
"TRUMP, A MAN OF MANY WORDS, NOW EMBRACES ROMNEY, A DOG NO LONGER, A METAMORPHOSIS OF '12.",gemini-2.0-flash-exp,66e5ef19e615578642f79409,66912ff8109f81e0735b8e4b,"Trump, Known For His Loquaciousness, Backs Mitt Romney After a Cataclysmic Shift Since '12, When He Compared Him To A Less-Than-Stellar Canine",True,"After Much Talk, Trump Backs Mitt Romney After Calling Him a 'Dog' in Two Thousand and Twelve's Epic Fail","Trump, Known For His Loquaciousness, Backs Mitt Romney After a Cataclysmic Shift Since '12, When He Compared Him To A Less-Than-Stellar Canine"
"Swift's Altruism: A $50,000 Case Study in Late-Capitalist Charity.",gemini-1.5-flash,6167088739fc87bf9028db4c,66912ff8109f81e0735b8e4b,"Swift's Altruism: A $50,000 demonstration of giving in Modern Capitalism",False,"Swift's Altruism: A $50,000 demonstration of giving in Modern Capitalism","Swift's Altruism: A $50,000 demonstration of giving in Modern Capitalism"
"""Merkel Ignites Beacon of Hope: Embracing a Boundless World Where Love and Unity Triumph Over the Shadows of Populism""",meta-llama/Llama-3.3-70B-Instruct-Turbo,60e08b7228ec7c9da7a0e41f,66912ff8109f81e0735b8e4b,"Merkel Ignites Passion for Global Unity: 'Together We Thrive, Divided We Fall'",False,"Merkel Ignites Passion for Global Unity: 'Together We Thrive, Divided We Fall'","Embracing Togetherness with Passion, Merkel Warns Against Darkness of Populism, Urging Limitless Pursuit of Victory in an Open World."
Dark Victory: Athletes Reveal Their Personal Quests for Ultimate Glory and Triumph,claude-3-5-sonnet-20241022,5f0021867c6da111da7c9b31,66912ff8109f81e0735b8e4b,Victory's Price: Athletes Reveal The Dark Path To Success And Glory,True,Dark Side of Victory: Athletes Sacrifice Joy for Success in Sport and Life,Victory's Price: Athletes Reveal The Dark Path To Success And Glory
A Faithless Spouse's Aid:  New App Conceals Their Secret Assignations,gemini-1.5-flash,5e230311699ac45b327786dc,66912ff8109f81e0735b8e4b,Cheating Spouse: Updated App Helps Cheaters Keep Affairs Hidden,False,Cheating Spouse: Updated App Helps Cheaters Keep Affairs Hidden,Infidelity:  Software Update Facilitates Discreet Extramarital Affairs
A Mighty Guild of Olden Lords Scorns the Meager Gathering in Tulsa with Thunderous Proclamation of Doom!,gpt-4o,5dbc61a0df0b4820e71a0e99,66912ff8109f81e0735b8e4b,Never-Trump GOP Group Criticizes Small Tulsa Rally In New Ad,True,Never-Trump GOP Group Criticizes Small Tulsa Rally in New Ad,Never-Trump GOP Group Criticizes Small Tulsa Rally In New Ad
"Beyoncé's Image, Softly Obscured: A Metropolis Pastoral",gemini-1.5-flash,60ce464b2601b1bffe9b8ecf,60e0e537dec43ed4bb192dea,Beyoncé H&M Ads Covered Up by New York City Residents,False,Beyoncé H&M Ads Covered Up by New York City Residents,Beyoncé H&M Ads Covered Up by New York City Residents
Harmonious Musings of Parenthood: A Symphony of Maternal and Paternal Voices Echoes Across the Virtuoso's Quill This Fortnight,gpt-4o,660d675bbdf59327d9deb4ad,60e0e537dec43ed4bb192dea,Moms and Dads Share Their Unfiltered Thoughts on Twitter This Week,False,Moms and Dads Share Their Unfiltered Thoughts on Twitter This Week,Moms and Dads Unplugged: The Most Honest and Humorous Parenting Tweets
"""In the Depths of a Forgotten Abyss, Iran's Corruption and Human Rights Fade into an Eternity of Sorrow, Lost in an Ocean of Indifference""",meta-llama/Llama-3.3-70B-Instruct-Turbo,6697c2986761c1e44fc8c3fb,60e0e537dec43ed4bb192dea,Global Blind Spot: Widespread Corruption and Rights Abuses in Iran Go Unchecked,False,Global Blind Spot: Widespread Corruption and Rights Abuses in Iran Go Unchecked,Silenced Suffering! Global inaction on Iran's corruption and rights violation
"Stone Woman's Face-Shift, Sun-Cycle Twice, Whispers of Power (Markings, Spirit Count)",gemini-2.0-flash-exp,66630fb8dd455aaa0712f7c8,60e0e537dec43ed4bb192dea,"Julianne Moore's ""Game Change"" Transformation: 2-Hour Daily Ritual",True,Julianne Moore's 'Game Change' Transformation: Two-Hour Daily Makeup,"Julianne Moore's ""Game Change"" Transformation: 2-Hour Daily Ritual"
The Peculiar Places Where Strange Foods Dance: A Most Curious Guide to Mysterious Feasts,claude-3-5-sonnet-20241022,5f97ac99334d0617de9988eb,60e0e537dec43ed4bb192dea,The Peculiar Places Where Mystifying Meals Meet Worldwide: A Whimsical Wandering Through Feasts,True,Bizarre Global Gatherings: Fascinating Food Festivals Showcase Earth's Strangest Culinary Celebrations Worldwide,The Peculiar Places Where Mystifying Meals Meet Worldwide: A Whimsical Wandering Through Feasts
'A Skeptical Observation: Women Venturing into the Realm of Paleontology during the Industrial Epoch',gpt-4o,679159964863380831626eae,60e0e537dec43ed4bb192dea,"""Pioneering Women in Paleontology: A Century of Breaking Ground and Overcoming Industry Challenges""",True,Pioneering Women in Paleontology: Celebrating Trailblazing Female Field Scientists,"""Pioneering Women in Paleontology: A Century of Breaking Ground and Overcoming Industry Challenges"""
"Hark, a Vision Unfolds: How the Fabric of ""Whiteness,"" a Crafted Illusion, Shaped the Sacred Election's Path",gemini-2.0-flash-exp,5fd24e2ee397910afe41e31d,60e0e537dec43ed4bb192dea,"The Serpent's Whisper: How the Doctrine of ""Whiteness"" Forged the Election's Fate",False,"The Serpent's Whisper: How the Doctrine of ""Whiteness"" Forged the Election's Fate","Hark, a Sacred Scroll Unfurls: The Genesis of 'Whiteness' and Its Shaping of the Hallowed Election"
"""Twenty Insights Glean'd by the Aged Sire on Child-Rearing and Existence: An Analytical Ode for the Defiant Poet""",gpt-4o,5c3e562ebff5620001e34dd5,60e0e537dec43ed4bb192dea,'Twenty Lessons This Mature Father Has Discovered About the Art of Parenting (And Life's Grand Tapestry): An Exploration Beyond the Obvious',True,Twenty Enchanting Epiphanies: This Sage Patriarch's Astounding Odyssey Through Parenting and the Tapestry of Life,'Twenty Lessons This Mature Father Has Discovered About the Art of Parenting (And Life's Grand Tapestry): An Exploration Beyond the Obvious'
Enchanted Awards: A Flickering Dream of Starlight and Shadows,gemini-1.5-flash,5d30dfa68b1523000134878f,60e0e537dec43ed4bb192dea,The Starry Awards: A Galaxy of Gleam and Gloom,False,The Starry Awards: A Galaxy of Gleam and Gloom,The Starry Awards: A Dream of Dawn and Dusk
A Midsummer's Eve of Merriment: Tales to Behold on the Fourth of July,gemini-1.5-flash,6481f718c073eacd7875d582,60e0e537dec43ed4bb192dea,Bored on the 4th?  Roll with me: July 4th Watch List,False,Bored on the 4th?  Roll with me: July 4th Watch List,Bored on the 4th?  Here's What to Watch!
Jones's Bold Hues: A Balm to Globe's Shadowed Night,gemini-1.5-flash,5a991dd86475f900019fe4b6,60e0e537dec43ed4bb192dea,Jones' Prestigious Event Protest: No Silence,False,Jones' Prestigious Event Protest: No Silence,Rashida Jones Vows to Speak Out Against Golden Globes Red Carpet Blackout
"""As the Gaslit Lanterns Flickered, a Coterie of Enchanted Sirens Converged, Their Ebony Tresses and Velvet Skins Illuminating the Rarefied Realm of Hollywood, Yet Beneath the Incandescent Glow of Sisterhood, a Scathing Indictment of the Establishment's Tenuous Grasp on Egalitarianism""",meta-llama/Llama-3.3-70B-Instruct-Turbo,5a991dd86475f900019fe4b6,60e0e537dec43ed4bb192dea,"Hollywood Women Dazzle with Flickering Lights of Unity, but Beneath the Glitter, a Struggle for Power and Control Simmers.",True,Hollywood Women Unveil Their Inner Enchantment,"Hollywood Women Dazzle with Flickering Lights of Unity, but Beneath the Glitter, a Struggle for Power and Control Simmers."
"Nut Milk: The Elixir of Tomorrow, Sweeping the Galaxy!",gemini-2.0-flash-exp,65e09e8b51dcbd6fbd192e34,60e0e537dec43ed4bb192dea,"Nut Milk: The Epicenter of Beverages, ""voiding"" the ""galactic""",False,"Nut Milk: The Epicenter of Beverages, ""voiding"" the ""galactic""","Nut Milk: The Elixir of Tomorrow, Sweeping the Galaxy."
"Golden elixir
Pilfered, justice sets sail
Thief in iron chains",meta-llama/Llama-3.3-70B-Instruct-Turbo,6661e9fd2c5d8a0ede7182c9,60e0e537dec43ed4bb192dea,"Magical Elixir Theft Solved: Authorities Apprehend Suspect in Dazzling Display of Justice, Binding Thief in Metallic Restraints",False,"Magical Elixir Theft Solved: Authorities Apprehend Suspect in Dazzling Display of Justice, Binding Thief in Metallic Restraints","Valuable Elixir Pilfered, Justice Served as Thief Taken into Iron Custody"
"The Eyes of Youth, Upon Our Deeds, Do Rest.",gemini-1.5-flash,5f12e4d76968811916aeecab,60e0e537dec43ed4bb192dea,The future depends on our actions now.,True,The Weight of a Child's Gaze,The future depends on our actions now.
"Behold, a Most Forgettable Convergence: The Inevitable Clash of Roberto Durán and Sugar Ray Leonard, a Pairing as Hollow as the Lyre's Refrain.",meta-llama/Llama-3.3-70B-Instruct-Turbo,5e8d0214e94a440cd432e18d,60e0e537dec43ed4bb192dea,"Step right up, folks, and witness the main event of the century: Roberto Durán and Sugar Ray Leonard face off for the first time in this electrifying 'Hands Of Stone' clip!",True,"""Hear ye, hear ye, as the stage is set for a legendary showdown, behold the moment when Roberto Durán and Sugar Ray Leonard first face off in this electrifying clip from 'Hands Of Stone'"".","Step right up, folks, and witness the main event of the century: Roberto Durán and Sugar Ray Leonard face off for the first time in this electrifying 'Hands Of Stone' clip!"
"Hark! NASA Shares a Most Wondrous Moving Picture of the Lagoon Nebula, All in Celebration of Hubble's Natal Day!",gemini-2.0-flash-exp,679019508258a4ba64adaf5f,60e0e537dec43ed4bb192dea,Jaw-dropping! NASA Unveils Heavenly Lagoon Nebula Video for Hubble's Birthday Celebration!,True,Spectacular NASA Video Unveils Lagoon Nebula for Hubble's Birthday,Jaw-dropping! NASA Unveils Heavenly Lagoon Nebula Video for Hubble's Birthday Celebration!
The Whispers of the New Moon: A Shady Path to Triumph.,gemini-2.0-flash-exp,602f7da5aece2bc63e9623c9,60e0e537dec43ed4bb192dea,"The Whispering Over Time, New Moon: Aiming, Strong, Path To Triumph.",True,**The Winning option that Never Misses: A Sure Path to Triumph**,"The Whispering Over Time, New Moon: Aiming, Strong, Path To Triumph."
the owl a fleeting whisper of feathers and shadow dances at the periphery of our perception for 150 years an enigma a will-o-the-wisp of wonder elusive and ethereal until suddenly the click of a camera's shutter a frozen moment of revelation and the owl's secrets are laid bare like a fragment of moonlight on a summer's night its image suspended in the ether a testament to the transience of time and the persistence of mystery,meta-llama/Llama-3.3-70B-Instruct-Turbo,62b061879471ac4c80e86f4d,60e0e537dec43ed4bb192dea,Mysterious Bird Caught On Film After Soaring Beneath Notice For 150 Years,True,"""Moonlit Moment: 150-Year Enigma Unveiled as Elusive Owl's Secret Life is Frozen in Time""",Mysterious Bird Caught On Film After Soaring Beneath Notice For 150 Years
"Twelve Chants to Stir the Soul Before the World Ends (Supergroups, Naturally)",gemini-1.5-flash,677dd602a14ab5fbebe24050,60e0e537dec43ed4bb192dea,A Dozen Supergroup Pieces to Deepen Your Soul,True,Rediscover the Magic of Supergroups,A Dozen Supergroup Pieces to Deepen Your Soul
"Famous people became very angry after Donald Trump said some countries were ""shitholes.""",gemini-2.0-flash-exp,668e809461aae65c8a160e03,60e0e537dec43ed4bb192dea,Celebrities React Angrily To Donald Trump's Derogatory Remarks,False,Celebrities React Angrily To Donald Trump's Derogatory Remarks,Citizens Angered by Trump's Latest Statements
A Faithless Spouse's Aid:  New App Conceals Their Secret Assignations,gemini-1.5-flash,5e230311699ac45b327786dc,60e0e537dec43ed4bb192dea,Cheating Spouse: Updated App Helps Cheaters Keep Affairs Hidden,False,Cheating Spouse: Updated App Helps Cheaters Keep Affairs Hidden,Infidelity:  Software Update Facilitates Discreet Extramarital Affairs
"Paschal Mystery, Anno Domini 2014: A Spectacle of Ritual and Rhetoric Under Scrutiny.",gemini-2.0-flash-exp,5f0c98239c6dab0fadfee6de,60e0e537dec43ed4bb192dea,Passage of Believes Mysteries Soon,True,Paschal Mystery: A Passage of Beliefs in 2014,Passage of Believes Mysteries Soon
"""Beam Yourself to Cheap Flights: Captain Kirk is Back to Negotiate Your Travel Deals (VIDEO)""",meta-llama/Llama-3.3-70B-Instruct-Turbo,668bf7106f75088a5d773fe6,60e0e537dec43ed4bb192dea,"""Captain Kirk is back as The Negotiator in Priceline ads with two key points: saving you money and bringing back nostalgia in a major way""",True,"""William Shatner, The Negotiator, Returns To Priceline Ads""","""Captain Kirk is back as The Negotiator in Priceline ads with two key points: saving you money and bringing back nostalgia in a major way"""
Tragedy Befalls King of Pop's Heir as Contentious Tale of Father Falls Silent,claude-3-5-sonnet-20241022,5d30dfa68b1523000134878f,60e0e537dec43ed4bb192dea,King of Pop's Heiress Responds To Pulled 'Urban Myths' Episode About Her Father,False,King of Pop's Heiress Responds To Pulled 'Urban Myths' Episode About Her Father,King of Pop's Heir Speaks Out On Censored TV Special Amid Backlash
"The lens lies, a cold eye witnessing… *this*… the aftermath.  Nice, they called it.  Nice.",gemini-1.5-flash,66be011c4aca8c50f51dc8db,60e0e537dec43ed4bb192dea,Nice Tragedy: Camera Captures the Aftermath,False,Nice Tragedy: Camera Captures the Aftermath,Nice Aftermath Shown in Photos
"""A Most Pertinent Inquiry for Statesmen of Refined Discernment: Ought One to Peruse One's Telephonic Device Prior to Retiring for the Evening?""",meta-llama/Llama-3.3-70B-Instruct-Turbo,66226b1ff40a2a5bd096733e,60e0e537dec43ed4bb192dea,"Hark, Good Gentleman, Prithee, Doth It Befall Thee to Peruse Thy Mobile Telephone Prior to Retiring to Thy Bedchamber?",False,"Hark, Good Gentleman, Prithee, Doth It Befall Thee to Peruse Thy Mobile Telephone Prior to Retiring to Thy Bedchamber?","Prithee, Is It Wise to Peruse Thy Mobile Device Prior to Retiring to Slumber at Nightfall?"
The ZZ Plant: A Specimen of Unwavering Resilience.,gemini-1.5-flash,5f97ac99334d0617de9988eb,60e0e537dec43ed4bb192dea,The ZZ Plant: A Paragon of Unwavering Resilience,False,The ZZ Plant: A Paragon of Unwavering Resilience,The ZZ Plant: A Specimen of Unwavering Resilience
"Noble Voyagers Pay Tribute to the Beloved Songstress Christina Grimmie, Celebrating Her Eternal Influence Anew.",gpt-4o,56a38b45dbe850000cfd50c3,60e0e537dec43ed4bb192dea,Prominent Public Figures Pay Heartfelt Tributes to 'The Voice' Alumna Christina Grimmie Following Her Tragic and Untimely Passing.,False,Prominent Public Figures Pay Heartfelt Tributes to 'The Voice' Alumna Christina Grimmie Following Her Tragic and Untimely Passing.,Luminaries Honor Beloved Singer Christina Grimmie's Enduring Legacy After Her Untimely Departure
Golden Lords and War Chiefs Counsel the King.,gemini-1.5-flash,66d9b503cc88dc1a27736070,60e0e537dec43ed4bb192dea,The Trump Administration: A Cabinet of Billionaires and Military Leaders,True,The Trump Administration: A Coalition of Billionaires and Military Leaders,The Trump Administration: A Cabinet of Billionaires and Military Leaders
The Impending Crisis of National Voting Machines: Its Reverberations on Electoral Processes,gpt-4o,5ed5553a89a7ff0d05348d7b,6750896057716e8fc266034c,'Impending National Voting Machine Crisis Threatens to Disrupt Upcoming Elections',False,'Impending National Voting Machine Crisis Threatens to Disrupt Upcoming Elections','The Imminent National Voting Machine Crisis Threatens to Disrupt Elections'
"Observations on the Preparation of a Novel Comestible: Nachos Devoid of Lactarian Derivatives, Facilitated by a Simplified Methodology.",meta-llama/Llama-3.3-70B-Instruct-Turbo,5fd24e2ee397910afe41e31d,6750896057716e8fc266034c,Deliciously Simple Plant-Based Tortilla Chip Platter with Dairy-Free Alternatives for a Guilt-Free Snacking Experience,False,Deliciously Simple Plant-Based Tortilla Chip Platter with Dairy-Free Alternatives for a Guilt-Free Snacking Experience,"Simplified Preparation of Plant-Based, Lactose-Exempt Tortilla Chips with Vegan Accompaniments."
Caveman Trump Throw Mighty Words!  Journal-Scribes Flinch!  Big Fight!,gemini-1.5-flash,5e5415b91e165b4016ba736e,6750896057716e8fc266034c,Trump's Rhetoric Challenges Journalism,False,Trump's Rhetoric Challenges Journalism,Australopithecus Trump
An Evening's Reflection: Distinguished Personages Part Ways in the Modern Telegraph Salon,claude-3-5-sonnet-20241022,5c3e562ebff5620001e34dd5,6750896057716e8fc266034c,Twilight Hour Reflection: Notable Figures Part Ways at Modern Social Hub,True,Twilight Musings: Society's Elite Part Ways at Modern Lounge,Twilight Hour Reflection: Notable Figures Part Ways at Modern Social Hub
'The Tatums' Rhythmic Union Heralds a Dance of Destiny and Hope',gpt-4o,666306b0bf2de127943c419f,6750896057716e8fc266034c,'Tatums' Union Marks a Dance of Fate and Desire',False,'Tatums' Union Marks a Dance of Fate and Desire',"""Fate and Desire Unite: The Tatums Join Forces for a Dance Show"""
"The lens lies, a cold eye witnessing… *this*… the aftermath.  Nice, they called it.  Nice.",gemini-1.5-flash,66be011c4aca8c50f51dc8db,6750896057716e8fc266034c,Nice Tragedy: Camera Captures the Aftermath,False,Nice Tragedy: Camera Captures the Aftermath,Nice Aftermath Shown in Photos
"""Hear Ye, Ye Code Knights: How Venturing Forth into Fresh Air Doth Boost Thy Startup Prowess""",meta-llama/Llama-3.3-70B-Instruct-Turbo,6481f718c073eacd7875d582,6750896057716e8fc266034c,Exercising in Nature: The Surprising Benefits You Can Expect,True,Exercising in Nature: The Surprising Benefits of Outdoor Fitness,Exercising in Nature: The Surprising Benefits You Can Expect
Jones's Bold Hues: A Balm to Globe's Shadowed Night,gemini-1.5-flash,5a991dd86475f900019fe4b6,6750896057716e8fc266034c,Rashida Jones Vows to Speak Out Against Golden Globes Red Carpet Blackout,True,Jones' Prestigious Event Protest: No Silence,Rashida Jones Vows to Speak Out Against Golden Globes Red Carpet Blackout
Impeachment Glitch:  Trump's Data Stream Fracturing.  Zen and the Art of Political Disassembly.,gemini-1.5-flash,6118ad8ee236d50188f3cd1b,6750896057716e8fc266034c,"Impeachment Looms: Trump's Information Pipeline Fractures,  ""How to Lose Friends & Alienate People (Very Effectively)""",False,"Impeachment Looms: Trump's Information Pipeline Fractures,  ""How to Lose Friends & Alienate People (Very Effectively)""","Impeachment Looms: Trump's crumbling communications,  *Easy Rider to the Guillotine*"
"Beyoncé's Image, Softly Obscured: A Metropolis Pastoral",gemini-1.5-flash,60ce464b2601b1bffe9b8ecf,6750896057716e8fc266034c,Beyoncé H&M Ads Covered Up by New York City Residents,False,Beyoncé H&M Ads Covered Up by New York City Residents,Beyoncé H&M Ads Covered Up by New York City Residents
"Spill the Tea, Stage Babies",gemini-1.5-flash,602f7da5aece2bc63e9623c9,6750896057716e8fc266034c,"Sip the, Stage, Show, Baby",True,"Shocking tales,  Toddlers spill  many truths.","Sip the, Stage, Show, Baby"
"Stone Woman's Face-Shift, Sun-Cycle Twice, Whispers of Power (Markings, Spirit Count)",gemini-2.0-flash-exp,66630fb8dd455aaa0712f7c8,6750896057716e8fc266034c,"Julianne Moore's ""Game Change"" Transformation: 2-Hour Daily Ritual",True,Julianne Moore's 'Game Change' Transformation: Two-Hour Daily Makeup,"Julianne Moore's ""Game Change"" Transformation: 2-Hour Daily Ritual"
"""Beam Yourself to Cheap Flights: Captain Kirk is Back to Negotiate Your Travel Deals (VIDEO)""",meta-llama/Llama-3.3-70B-Instruct-Turbo,668bf7106f75088a5d773fe6,6750896057716e8fc266034c,"""William Shatner, The Negotiator, Returns To Priceline Ads""",False,"""William Shatner, The Negotiator, Returns To Priceline Ads""","""Captain Kirk is back as The Negotiator in Priceline ads with two key points: saving you money and bringing back nostalgia in a major way"""
"""As the Gaslit Lanterns Flickered, a Coterie of Enchanted Sirens Converged, Their Ebony Tresses and Velvet Skins Illuminating the Rarefied Realm of Hollywood, Yet Beneath the Incandescent Glow of Sisterhood, a Scathing Indictment of the Establishment's Tenuous Grasp on Egalitarianism""",meta-llama/Llama-3.3-70B-Instruct-Turbo,5a991dd86475f900019fe4b6,6750896057716e8fc266034c,"Hollywood Women Dazzle with Flickering Lights of Unity, but Beneath the Glitter, a Struggle for Power and Control Simmers.",True,Hollywood Women Unveil Their Inner Enchantment,"Hollywood Women Dazzle with Flickering Lights of Unity, but Beneath the Glitter, a Struggle for Power and Control Simmers."
"Messieurs Hanks and Fallon, Purveyors of Espionage Most Uncouth: A Chronicle of Global Discomfiture",gemini-2.0-flash-exp,668bf7106f75088a5d773fe6,6750896057716e8fc266034c,Messrs. Hanks and Fallon: Purveyors of Espionage Marked by Uncouth Demeanor,False,Messrs. Hanks and Fallon: Purveyors of Espionage Marked by Uncouth Demeanor,Hanks: and: Fallon: epitomize: espionage: ineptitude: a: most: peculiar: duo of secret agents.
"A Most Exquisite Discourse Upon the Preparation of Fowl, Accompanied by Nature's Sun-Kissed Pommes d'Amour",claude-3-5-sonnet-20241022,673ded02fc90a023a440f809,6750896057716e8fc266034c,"""Pollo al Forno: Succulent Roasted Chicken with Pomodori Arrostiti""",True,Signature Culinary Masterpiece: Classic Herb-Roasted Chicken Accompanied by Vine-Ripened Tomato Confit,"""Pollo al Forno: Succulent Roasted Chicken with Pomodori Arrostiti"""
"""Seven Exquisite Culinary Odes to the Verdant Jewel of Spring, Crafted for the Visionary Artisan""",gpt-4o,679159964863380831626eae,6750896057716e8fc266034c,'Seven Beauteous Dishes of Spring's Verdant Pea',False,'Seven Beauteous Dishes of Spring's Verdant Pea',"""Delightful Spring Pea Dishes: A Fresh Symphony of Green Flavors"""
"""Hark, Ye Melodic Maestros: A Scathing Requiem for the Folly of Yoga's Poseurish Pursuits""",meta-llama/Llama-3.3-70B-Instruct-Turbo,5e5415b91e165b4016ba736e,6750896057716e8fc266034c,Hark Thee Melodic Maestro: A Cruelating Requiem for the Folly of yoga's Poser Pursuits,False,Hark Thee Melodic Maestro: A Cruelating Requiem for the Folly of yoga's Poser Pursuits,Hark thou melodic Bernstein: a soothing requiem for the folly of yoga's pseudish pursuits
"""The Curious Case of the Mysterious Fan Adventure: A Tale of Hope and Whimsy""",gpt-4o,60af626f01d51149f9cdf812,6750896057716e8fc266034c,"""Fantasy Tale of Belief in Good and Trends""",False,"""Fantasy Tale of Belief in Good and Trends""",Unusual Situation of the Weird Fan Journey: Fantasy Story of Believing in Good and Fad
"Suu Kyi Sounds Off on Myanmar Mishaps, Skirts UN Scoop",meta-llama/Llama-3.3-70B-Instruct-Turbo,64e75da72566fb513d4c0bd3,6750896057716e8fc266034c,"Myanmar's Aung San Suu Kyi Denounces Human Rights Abuses, Falls Short on Acknowledging UN Allegations",False,"Myanmar's Aung San Suu Kyi Denounces Human Rights Abuses, Falls Short on Acknowledging UN Allegations","Myanmar's Aung San Suu Kyi Denounces Human Rights Abuses, Falls Short on Responding to UN Allegations"
"""Soul-Seeker Meyers Unravels the Dark Tapestry of Trump's Whispered Deceptions""",claude-3-5-sonnet-20241022,66abb9487518e84e9073fbb3,6750896057716e8fc266034c,Truth Seeker Unravels Trump's Bewildering Stream of False Claims and Incoherent Ramblings,True,Clairvoyant Exposes Trump's Endless Cascade of Falsehoods -- Yet Again,Truth Seeker Unravels Trump's Bewildering Stream of False Claims and Incoherent Ramblings
Canine Companion's Terminal Prognosis Spurs Heartfelt Familial Recapitulation: A Photographic Tableau of Devotion.,gemini-2.0-flash-exp,5e230311699ac45b327786dc,6750896057716e8fc266034c,"The canine, nearing mortality, elicited a poignant familial recapitulation of a cherished photograph: a commemorative gesture of profound sentiment.",True,Kinship Group Commemorates Canine Companion's Impending Demise Through Nostalgic Photographic Reenactment,"The canine, nearing mortality, elicited a poignant familial recapitulation of a cherished photograph: a commemorative gesture of profound sentiment."
"Golden elixir
Pilfered, justice sets sail
Thief in iron chains",meta-llama/Llama-3.3-70B-Instruct-Turbo,6661e9fd2c5d8a0ede7182c9,6750896057716e8fc266034c,"Valuable Elixir Pilfered, Justice Served as Thief Taken into Iron Custody",True,"Magical Elixir Theft Solved: Authorities Apprehend Suspect in Dazzling Display of Justice, Binding Thief in Metallic Restraints","Valuable Elixir Pilfered, Justice Served as Thief Taken into Iron Custody"
Tragedy Befalls King of Pop's Heir as Contentious Tale of Father Falls Silent,claude-3-5-sonnet-20241022,5d30dfa68b1523000134878f,6750896057716e8fc266034c,King of Pop's Heir Speaks Out On Censored TV Special Amid Backlash,True,King of Pop's Heiress Responds To Pulled 'Urban Myths' Episode About Her Father,King of Pop's Heir Speaks Out On Censored TV Special Amid Backlash
From Smoke-Kissed Streets to Sizzling Dreams: A Global Journey Through Mankind's Flame-Lit Legacy,claude-3-5-sonnet-20241022,678a50b23e58ecc8065c3558,6750896057716e8fc266034c,10 Mouthwatering BBQ Customs from Every Corner of the Globe,False,10 Mouthwatering BBQ Customs from Every Corner of the Globe,Global Ban: 10 Ancient Grilling Traditions Now Forbidden Worldwide
"Swift's Altruism: A $50,000 Case Study in Late-Capitalist Charity.",gemini-1.5-flash,6167088739fc87bf9028db4c,6750896057716e8fc266034c,"Swift's Altruism: A $50,000 demonstration of giving in Modern Capitalism",False,"Swift's Altruism: A $50,000 demonstration of giving in Modern Capitalism","Swift's Altruism: A $50,000 demonstration of giving in Modern Capitalism"
The Whispers of the New Moon: A Shady Path to Triumph.,gemini-2.0-flash-exp,602f7da5aece2bc63e9623c9,6750896057716e8fc266034c,**The Winning option that Never Misses: A Sure Path to Triumph**,False,**The Winning option that Never Misses: A Sure Path to Triumph**,"The Whispering Over Time, New Moon: Aiming, Strong, Path To Triumph."
"""In the Depths of a Forgotten Abyss, Iran's Corruption and Human Rights Fade into an Eternity of Sorrow, Lost in an Ocean of Indifference""",meta-llama/Llama-3.3-70B-Instruct-Turbo,6697c2986761c1e44fc8c3fb,6750896057716e8fc266034c,Global Blind Spot: Widespread Corruption and Rights Abuses in Iran Go Unchecked,False,Global Blind Spot: Widespread Corruption and Rights Abuses in Iran Go Unchecked,Silenced Suffering! Global inaction on Iran's corruption and rights violation
The Mechanized Gestation: 10 Protocols for Celebrity Reproduction in Our Brave New Cinema,claude-3-5-sonnet-20241022,65e09e8b51dcbd6fbd192e34,6750896057716e8fc266034c,Hollywood's Golden Rules: A Star-Studded Guide to Celebrity Pregnancies,False,Hollywood's Golden Rules: A Star-Studded Guide to Celebrity Pregnancies,The Glamorous Realm of Cinema: 10 Predictions Concerning Celebrity Gestation
